MEAT AND EDIBLE MEAT OFFAL.,IRAQ,170.45
MEAT AND EDIBLE MEAT OFFAL.,SAUDI ARAB,124.75
MEAT AND EDIBLE MEAT OFFAL.,U ARAB EMTS,180.02
MEAT AND EDIBLE MEAT OFFAL.,EGYPT A RP,117.47
MEAT AND EDIBLE MEAT OFFAL.,MALAYSIA,368.57
MEAT AND EDIBLE MEAT OFFAL.,INDONESIA,323.32
MEAT AND EDIBLE MEAT OFFAL.,MYANMAR,124.11
MEAT AND EDIBLE MEAT OFFAL.,PHILIPPINES,119.73
